GSM136508.CEL.gz,GSM136530.CEL.gz,GSM136517.CEL.gz,GSM136576.CEL.gz,GSM136566.CEL.gz,GSM136574.CEL.gz,GSM136575.CEL.gz,GSM136569.CEL.gz,GSM136568.CEL.gz,GSM136559.CEL.gz,GSM136565.CEL.gz,GSM136573.CEL.gz,GSM136523.CEL.gz,GSM136509.CEL.gz,GSM136727.CEL.gz,GSM136510.CEL.gz,GSM136515.CEL.gz,GSM136522.CEL.gz,GSM136507.CEL.gz,GSM136524.CEL.gz,GSM136514.CEL.gz,GSM136563.CEL.gz,GSM136564.CEL.gz,GSM136572.CEL.gz
8.136819144,7.198012128,7.565203289,7.235125557,7.039990075,6.542636354,6.787002728,7.116438474,7.024206398,6.938851904,6.804307533,7.062281819,7.639449706,8.097904244,8.101890841,7.489738615,7.777218958,6.935452229,8.275742775,7.699780598,7.94689827,7.045604962,6.70339095,7.363542149
5.870346571,6.120607706,6.12105836,6.502942826,5.951671607,6.208265693,6.214665531,6.212368295,6.017219434,6.103132313,6.225661644,6.029832801,6.086798842,6.140159889,5.985659875,6.233818558,5.943752199,6.1829142,6.033620072,6.072268047,6.357265974,6.134915786,5.684571755,6.02494035
7.24131084,7.162115344,7.20172266,6.540473508,7.047141035,6.579926824,7.050775177,6.884169747,7.038264955,7.026632254,6.958316946,7.04245282,7.277320942,7.372231052,7.476569024,7.173082588,7.25270477,7.19600283,7.455114808,7.173298015,6.264437321,7.064617409,7.042589263,6.98262801
6.971485587,7.030210929,7.271673716,7.448460487,6.619674136,7.17411577,7.296005203,6.994522181,7.099475715,7.09719904,7.14964885,7.201642305,7.011313919,6.941520415,7.100395945,6.49243096,6.874661527,7.002650937,6.663739906,7.006878889,7.408003373,6.919429048,6.806663465,6.868275246
7.20478228,6.871307646,6.879108691,6.706779595,6.753984658,6.952501673,6.819353001,6.732885522,6.99203708,6.72614077,6.759944764,6.580006577,7.070262723,7.013497665,6.944095851,6.953646523,7.521306336,6.925873532,7.421284363,7.150284032,6.966189311,7.009345352,7.052470698,6.868193131
7.961249066,7.707162528,7.534300613,7.739783858,7.380629443,7.350681313,7.488559852,7.746915728,7.609790136,7.936180347,7.633302518,8.345256942,7.999616758,8.102758533,7.963332853,7.552881717,7.851851431,7.673217984,7.89828347,7.782884902,7.672590237,7.848571979,8.087610027,8.320849317
6.686709404,6.516652437,6.510212652,6.473606288,6.737672307,6.256597044,6.367514153,6.424404819,6.53140549,6.767640258,6.426286704,6.434228242,6.58206399,6.60938896,6.864871135,6.541898136,6.759507471,6.514089953,6.706215854,6.590489986,6.686905662,6.745334161,6.745438417,6.372697065
7.889283832,7.997724456,8.275009135,8.317427861,8.22670752,7.696322009,8.515900816,8.451426827,7.457936729,8.165697859,8.065622503,8.139871104,8.42922943,8.547563568,8.584799243,8.280232568,7.811409211,8.418998453,8.330202054,8.341137123,8.446777136,8.205429537,8.221547467,8.297501219
7.88020731,7.926734897,8.127650254,6.90887537,7.962374669,7.710456986,7.795016444,7.403975549,7.500453928,7.057130584,7.70273379,6.770421364,8.052025598,7.8243698,7.513434286,7.881345523,7.657813168,7.898990913,7.441858586,7.68793197,8.204347592,7.451984778,7.230256284,7.108688488
7.444606594,7.036025075,7.017606311,7.396331023,7.586471923,7.367679362,8.46998195,6.793752447,7.798320263,7.490627547,7.57207543,7.572221472,7.06902526,7.762517925,6.959164448,7.181730221,8.764267951,7.303962924,6.955534028,7.269635064,8.230213083,7.529461412,7.580019381,7.590599741
7.382814637,7.461637089,7.571827261,6.673101821,7.09892108,6.932303471,7.193727306,7.138066119,6.783091899,7.371598885,7.422595784,7.239899436,7.360455945,7.598998431,7.537725719,7.324016712,7.419954107,7.301882914,7.512218046,7.343277346,7.264954274,7.069993167,7.132360715,7.085241073
9.670953013,9.588278141,9.39574518,9.685779707,8.982261848,9.300040301,9.453105238,9.44547789,9.546100184,8.943369126,8.529509789,9.957790945,9.595369819,9.465219346,10.33005965,9.429595049,9.478169353,9.308186448,9.56016295,9.598125974,9.52935838,8.520374569,8.710749324,9.6028242
6.684227879,7.551383747,7.54734815,7.540249318,7.513437006,7.810040692,8.258823824,7.288828434,7.561227847,7.274393621,7.748410031,6.964436164,7.36446511,7.207513557,6.118266246,7.123244225,7.199770338,7.86492523,6.755764838,7.135318779,7.065525409,7.288548016,7.142521972,7.092698626
5.841205143,5.569162571,5.256514224,5.428283837,5.901703714,5.586524993,5.6526288,5.709245473,5.551825547,5.591905238,5.808078057,6.045224581,5.853671126,5.604871346,5.616119762,5.981677248,5.640440847,5.731706138,5.912476299,5.328071602,5.778543582,6.006608196,5.9623745,5.790432522
6.130332189,6.078649775,6.265938543,5.489208921,6.33785967,5.600879502,6.612932946,5.514619272,5.545572752,5.33492088,5.362073503,5.483740312,6.282920909,6.353132938,6.529846587,6.112625782,5.692372043,6.097657475,6.114566426,5.808073057,5.077428842,5.739415541,5.761887885,6.250993127
6.372595891,6.532585647,6.887738948,7.004790026,6.464981322,6.870688591,6.311065174,6.819490283,6.971931592,6.485057331,6.517733869,6.561416467,6.782056449,6.4209443,6.321366559,6.64238559,6.151538,6.629167779,6.467087773,6.420108781,6.885570968,6.349470616,6.557146769,6.744267794
6.518098995,6.566060076,6.572045023,6.970683443,6.630147005,6.775251965,6.681389722,6.740207707,6.709252943,6.8435137,6.64249215,6.515135483,6.350936307,6.462216893,6.313905747,6.582576711,6.65100037,6.578614841,6.452206662,6.420873172,6.604020697,6.721244882,6.758204896,6.622370656
5.078839344,6.277043515,5.841202578,4.642655504,7.129586858,6.699043275,6.943988862,6.107061764,6.534482201,5.915123673,6.513790743,5.418903349,5.800399812,5.103513177,5.692584918,5.892246156,5.16254818,6.09515821,5.520670798,5.670727453,5.217645006,5.676794316,5.764694064,5.917634871
2.865339642,2.812036626,2.818476546,2.93319522,2.962775957,3.012496495,2.85400161,2.755563689,2.962622775,2.925821678,2.941327727,3.017144499,2.853322414,2.743032274,2.792636148,3.020121349,2.756701034,2.858254626,2.878798651,2.966277648,2.880043146,2.774116039,2.805774659,2.894189508
6.920989677,7.167051638,6.994565095,7.182444767,6.938482033,7.628517399,7.247739569,7.289957333,7.39809728,7.61617982,7.602946678,7.498342939,6.736009338,7.283153351,7.082693556,6.934913636,7.120807247,7.071121213,7.031839298,6.79069681,7.300067154,7.10305193,7.428680516,7.19317459
5.51581879,5.377617135,5.251779584,5.802582881,5.228296655,5.333206193,5.177545466,5.205794297,5.524223894,5.54439,5.415884336,5.649280392,5.112542938,5.481206777,4.908116041,5.251636777,5.238233565,5.234425274,5.251896562,5.307227766,5.249958039,5.25129834,5.521660625,5.420955733
6.632761496,6.738023465,6.808746472,7.71756921,6.3217964,6.938649306,6.930523936,6.87347805,6.839961288,6.922227626,6.798415033,6.628607196,6.641906566,6.332529005,6.399705896,6.719138847,6.55344717,6.634302978,6.325651543,6.627529121,6.846441002,6.259441304,6.596445347,6.701304757
4.89678537,5.561578039,5.277222716,4.981249601,5.139408573,6.12939314,5.960351581,4.907271429,5.808062902,4.694251374,5.305524728,5.117488903,5.143986625,4.827067148,5.201690358,4.883605492,5.090064775,5.60530834,4.816070013,5.509806623,4.977313196,5.1769797,4.7937628,5.157787058
6.861928807,6.764658241,6.844913394,7.328218301,6.720031276,7.21732016,6.573943462,7.291237143,7.166544282,7.140621589,6.288210978,7.489404839,6.984206024,6.738559589,5.919313446,6.797035915,6.689972678,7.048239863,6.502228556,7.069587116,7.173239487,6.736393104,6.843659718,7.21051087
4.397928906,4.473958412,4.1301368,4.218686171,4.084634684,4.426697318,4.244025886,4.19618408,4.231604194,4.231561026,4.34680908,4.707718611,4.856603228,4.19486352,4.250838984,4.158936321,4.117858553,4.237527052,4.261464358,4.73421356,4.676684993,4.798569382,4.726661282,4.252984909
6.496222668,6.460688477,4.81318993,7.629997019,5.180156744,7.045123505,5.274038806,6.334306617,6.205901014,6.6397813,6.075794537,8.221754507,5.258718603,5.023290267,5.40914006,5.642945668,6.843532893,7.288254758,6.474392274,7.463938257,7.235739944,7.415881101,6.813933916,6.632535607
5.445395629,5.763015596,6.202233768,6.496067986,5.438625211,6.561570929,6.432240161,5.954527761,6.096973168,5.681330173,5.896480197,5.684267449,5.860845892,5.513068116,5.296971214,5.407021098,5.349919776,6.228721529,5.539194471,5.973964817,5.82719832,5.612520812,5.663163394,5.963380385
6.215149658,6.098739501,6.207589073,6.158441092,6.146394971,6.078135433,6.200215357,5.84552999,6.136243267,6.12522121,5.949025128,6.230635254,5.96126163,6.138737916,6.222187123,6.152768468,6.242994729,5.946328496,6.17424464,6.30250736,5.991518285,6.156828896,6.003652085,6.030643432
5.689588184,5.634641464,5.718372608,5.743019352,5.671390745,5.909318387,5.659843808,5.715948824,5.623302752,5.726456851,5.478891886,5.588294505,5.733349924,5.804703718,5.756583922,5.605011615,5.415487697,5.717294524,5.677559911,5.313836068,5.675684318,5.547418509,5.521748984,5.590612797
5.14304802,5.062539204,5.086347709,5.445021588,4.799993285,5.238477317,5.07595827,4.963507863,5.176732919,4.843177342,4.909465515,5.420216749,5.170628615,4.908613398,5.052681991,5.0317103,4.980817903,5.307792341,4.47946275,5.261092335,5.243864816,4.910809154,4.800200523,5.182048966
3.892865041,3.725517694,3.318614496,3.901161364,3.541318071,3.596870796,4.324283102,3.269362409,3.743885028,3.821110658,3.692653678,4.049080317,3.653374003,3.260443515,4.16845197,3.694341091,3.494493699,3.403966654,3.664618995,3.445620403,3.339681038,3.495686904,3.605770887,3.982287126
7.807699692,7.074289169,7.104107602,6.647102718,7.012427754,7.434108301,6.785712269,6.955875297,6.908370099,7.116247353,7.193407321,6.841419278,7.286546481,7.262878456,7.081138284,7.420887441,7.718520986,7.295491725,7.736605007,7.397552306,7.018165467,7.513537863,7.383862446,7.240327811
7.164395605,7.444446986,7.483830885,7.739064293,7.054631998,7.067474049,7.264059796,7.701105335,7.136175356,7.872016119,7.232373973,7.327709482,7.405925664,7.375492815,8.24721348,7.687629735,7.21860191,7.235835609,7.369287535,7.290388394,7.45829464,6.901025745,7.060420487,7.410395555
9.58809652,9.679932147,9.423201726,9.546593992,9.010267085,9.604083178,9.674962865,9.272622435,9.705340455,9.178725202,9.251023658,9.574639464,9.689545986,9.371134786,9.549954993,9.507850376,9.728208799,9.568650839,9.358732942,9.765335115,9.563589143,8.928521224,9.027638389,9.566205708
7.262943672,7.052710148,7.034078837,6.925465248,6.900211184,6.686598275,6.733927447,6.850330946,6.46213182,6.636177119,6.882259518,6.468258836,7.098948951,7.188885561,6.933946957,7.306896676,7.245329383,6.921463871,7.296738794,7.118838128,6.611902283,6.785873653,6.518583801,6.882387761
6.704696708,7.202516675,7.155428444,6.757159043,7.055716336,7.196194819,7.052775247,7.241316332,7.263014095,6.817379952,7.188324954,7.201628589,7.214361758,7.048656837,6.855562773,6.819830045,6.817913915,7.351453228,6.787782154,7.227828201,6.528612487,6.953573379,6.655234441,7.241070286
7.023133233,6.981436523,6.868768645,7.289082691,7.348387281,7.190092952,7.306795471,6.92556256,7.424041533,7.200800566,7.481331449,6.604536051,7.153470368,7.037827415,7.497370441,6.959241997,6.837170362,7.229758851,6.972864193,6.63078373,7.028942638,7.372720981,7.171571561,7.172978974
2.961935017,3.091919386,3.642393517,2.956116874,2.9014017,3.043595456,2.903595844,3.256732347,2.914402837,3.131874514,3.032286453,2.834982431,3.420872078,2.827791088,2.937998816,3.225267576,3.025408726,3.085638406,2.742113719,3.230774285,2.799693806,2.9365398,3.273044512,3.487043793
6.532407281,5.7483486,5.484960499,6.70981376,5.584513773,6.266986118,5.957329917,6.040179535,6.366915781,5.964277837,6.233164289,6.703550547,6.303932263,5.743414728,5.105545852,5.735300354,5.788869201,5.928980633,5.89266305,6.294044751,6.368738873,6.925722695,6.624658161,6.993685319
7.171573802,7.587715376,7.373347993,7.488307371,7.245098469,7.490453283,7.25694479,7.554191921,7.786850205,7.46183949,7.238351926,7.6754961,7.243755314,7.05898547,7.399376928,7.226810427,7.242628357,7.376646395,7.21734537,7.385334617,7.406521459,7.174695288,7.381466265,7.34815024
3.81158048,3.876694228,3.910863468,3.904806026,3.94120503,3.940085505,3.912671517,3.985562924,4.136856073,4.25743118,3.94341197,4.019820196,3.979955679,3.945895206,4.084812518,3.902727656,3.95431236,3.866277117,4.048031467,3.989721709,4.171628687,3.966559063,3.943953346,4.295219266
5.495793055,5.856840757,5.888388171,5.616601787,5.976499097,5.436650776,6.122194448,5.731271443,5.718734516,5.676389013,5.590691443,5.404762046,5.730077014,5.916271228,6.036137083,6.132251329,5.477686407,5.913307884,5.574234075,5.932136329,5.787563271,5.636651395,5.635446084,5.648955406
8.712102841,8.735071867,8.557066628,8.654080236,8.646899458,8.265929404,8.652999021,8.581597202,8.229684281,8.832309259,8.943871197,8.643487106,8.724737395,9.167004879,9.017682876,8.953664501,8.537138263,8.838167418,9.121671186,8.572800016,8.678034487,8.789037296,8.827272801,8.83743642
7.128717201,7.465077762,7.557126906,6.928882417,7.382333547,7.734246282,7.80022447,7.839617365,7.829464794,7.292701998,7.359646102,8.531572587,7.792579031,7.152300442,6.954043068,7.191399698,7.442296025,7.486135559,7.143363377,7.535674441,7.802656217,7.782947548,7.525366983,7.723868774
6.247381027,6.352830423,6.656191256,6.326089718,6.671189987,6.522020362,6.419267264,6.390643553,6.442719821,6.600645109,6.778613006,6.374373553,6.350957584,6.408847853,6.533883852,6.25407418,6.37631727,6.546140165,6.654022904,6.547136238,6.485670814,6.828172134,6.682725937,6.285341586
4.65520047,5.078726307,4.520970331,5.483926669,4.72893372,5.065469793,4.892092727,4.980624161,5.076902286,4.793484433,4.653650266,4.87786718,4.58521996,4.296768788,5.615302716,4.768644383,4.654230277,4.565203399,4.583792544,4.541751456,4.952250531,4.297861032,4.933389678,4.950431375
8.058981107,7.272494539,7.507105584,7.91108049,6.261512535,7.298515952,6.905440594,7.2677194,7.250689139,6.167023416,7.177010504,7.19839207,7.319392008,7.312046598,7.258332665,6.958002432,7.757121278,7.119358618,7.385761294,7.358844113,7.748408138,7.046796223,6.745847587,7.638296676
7.218026434,7.697574288,7.816641091,8.186458009,7.226756095,7.6652681,7.58172595,7.454641362,7.89694842,7.234624133,7.283254365,7.611782921,7.675640376,7.527463045,7.487038797,7.357106809,7.068839254,7.853177999,7.034336293,7.680506832,7.752692277,7.340127097,7.052502941,7.666927387
7.13579071,7.049018735,7.42033633,6.934380374,6.889398496,7.136779905,7.031884236,7.409905176,7.456602399,7.181482939,7.435047167,7.369683317,7.251070411,7.130834154,7.025687368,7.288838816,6.620273201,7.293266047,7.527899876,7.240776509,7.390584443,7.31192946,7.268613241,7.117385917
6.235941041,6.217985967,6.34135807,6.258419403,5.952469366,6.186470951,5.88651649,5.886141278,6.221556606,5.965909532,6.110283737,6.731619938,6.246811162,6.105776631,5.987911116,5.867074893,6.049181434,6.402029265,6.083943082,6.268521882,6.165589621,5.660583076,5.761887885,6.26466713
7.94028276,7.884232933,7.91962838,7.205517695,7.729168876,7.200688891,7.614571504,7.819640612,7.393830161,7.698310682,7.563101213,7.417203296,7.844354208,7.893758879,7.816574703,7.688218616,7.894551083,7.597267592,8.029767694,7.831381147,7.489286165,7.606249663,7.673995298,7.620437961
6.715366926,7.259268943,6.646159956,7.564549417,7.403905449,7.282177471,7.357829037,6.777152078,7.334505882,6.643220072,6.810147055,6.928347338,7.248348749,6.809530757,6.879013601,6.601149997,6.776080861,7.1495372,6.814477881,7.124498061,7.215402268,6.839230228,6.571231684,6.856254611
8.259291731,8.152079689,7.72763708,8.236138519,7.78343739,8.200238464,8.158983448,7.8749579,8.31558765,7.65743293,7.738080892,7.813898914,8.143489924,8.144098241,7.675624592,7.757877895,7.885607031,8.048663816,8.101755793,8.081935396,8.086901353,7.998723938,7.706064444,8.257454632
7.685654033,7.861255439,7.726342467,7.837317614,7.769456239,8.180266525,7.846999913,7.792690853,8.417733824,8.186380588,8.055460509,8.127522551,7.959691783,7.877839144,7.746245886,7.741371087,7.591774648,7.948932924,7.63333663,7.702877228,7.873925088,7.863026416,8.151816003,8.013080029
6.186865915,5.944856293,5.950927836,6.210716412,5.752356822,5.917393703,5.836501036,6.037715425,6.30592597,6.021750714,5.961120966,6.215425176,5.697419815,5.994484372,7.125088105,6.210266545,5.711957014,6.041662237,6.032874329,5.718752425,6.17466469,5.780254623,5.954775485,5.773066472
6.583013831,6.959130596,7.070538114,6.917185616,7.004122199,7.086200906,7.161119503,6.845225978,7.306043739,7.03470286,7.166032716,6.7077685,7.151880117,6.76326949,6.675446407,6.980175631,6.455842427,7.143898032,6.566574156,6.873335693,7.057878759,6.764715973,6.837053064,6.774340543
7.656348321,7.993994934,7.694283493,8.327951826,7.395248691,8.290464117,7.87374674,8.134953326,8.313975515,7.745436676,7.940737832,7.958745513,7.785611497,7.640780253,7.611485295,7.633839113,7.591346097,7.772622758,7.755304436,7.866424284,8.028408601,7.579237189,7.561061605,8.245627125
7.520753594,8.220737312,8.387784602,7.910838676,8.380962128,8.618841458,8.701314077,8.284665395,8.174403693,8.035075322,8.543975584,7.98645333,8.019257726,8.283018565,8.009571298,8.029585906,8.175451466,8.150485718,8.009611151,7.934073406,7.929596169,7.705757242,8.12058361,8.000658031
4.450207912,4.817178047,4.768232647,4.78852573,4.821563908,4.810131473,4.760066206,4.850062216,5.046838521,4.578525237,4.549909558,4.390652747,4.610380217,4.446126834,4.427899504,4.800057372,4.166852833,4.873752778,4.144945427,4.674569401,4.762066216,4.343220897,4.369524158,4.504180489
6.787061328,6.66833544,6.437514669,6.616495949,6.259736843,7.049389692,6.651687101,6.682605511,6.5934336,5.935213217,6.410029357,6.318059818,6.904421624,6.625493569,6.892785863,6.505779541,6.526958505,6.991792442,6.55848189,7.000769346,6.98592158,6.202411474,6.289991349,6.336776777
5.840556577,6.370978193,6.452861906,6.741461107,6.526798524,6.697210037,6.663599858,6.112251449,6.456033173,5.854581106,6.286334679,5.85975311,6.384187584,6.14075322,6.333964488,6.079962072,6.211114181,6.330346005,5.747329035,6.430643356,6.539713048,6.341833246,6.200769426,6.369537611
6.88273363,7.215287133,7.270911819,6.933038462,6.97428825,7.56858774,7.672001837,6.748685338,7.355561547,6.07110422,6.649251195,6.542889332,6.976064151,6.734483505,7.012225944,6.903846011,6.972650233,7.493559802,7.064691255,7.685985253,7.147145737,6.647690862,6.294454555,7.141367672
5.304537621,5.260455517,5.115780277,4.871487929,5.08921675,5.087001706,5.230984699,4.985791207,5.197055956,5.181520853,4.968583769,5.471341728,5.32630001,5.250969322,5.180643978,5.361768144,5.454646565,5.22219465,5.532209007,5.575605421,5.465320007,5.469402516,5.162705347,5.456451328
5.223463396,5.268071186,5.214891576,5.499251744,5.036117046,5.041524196,4.998384649,5.104660598,4.955946192,5.289672235,5.157603254,5.304628112,4.969076522,5.09342018,5.385491512,5.057150327,5.180944238,5.216742994,4.93574936,5.335763115,5.053678467,5.18541275,5.031331605,5.083137768
6.050464201,5.992474532,5.723700389,6.282502229,5.66135686,5.988783724,5.908346684,6.094988721,6.824220534,5.920119664,6.119794087,6.333721248,6.242588202,5.836483925,6.829702417,6.060474312,6.056140617,5.850528115,5.724520103,6.053978074,6.046068209,6.076344358,5.637396168,6.365329867
4.737758313,4.589996921,4.635957807,4.202891124,5.015822046,4.340855436,4.615018251,4.459679619,4.491843409,4.595229252,4.495147289,4.100922556,4.700191917,5.48838123,5.137983383,4.883648418,4.372097553,4.831692843,4.981744647,4.857343572,4.976804951,4.747646526,4.389368815,4.401814725
8.679170724,8.481007893,8.640916978,8.702766249,8.47561458,8.904239556,8.672128529,8.768724742,8.739081938,8.513600711,8.420362716,8.601797716,8.505432156,8.573906642,8.741495771,8.634128052,8.923259831,8.700204337,8.742206965,8.812159267,8.818618647,8.158844554,8.415693583,8.742961188
5.752100644,6.486379846,6.764353334,6.859983649,5.588999128,6.031671449,6.026746022,6.712924035,6.85520209,6.664810258,5.761743062,6.797369471,6.2336264,5.98086656,8.013017462,6.089549181,6.511770123,6.051335012,5.718878532,5.879461631,5.650233042,5.87197431,5.506385025,6.87086047
7.361429777,7.219747986,6.895527918,7.186956717,6.871513576,6.896753138,7.037815645,6.870044077,6.878254011,6.805754423,6.991869109,6.715841314,7.056799971,7.05408846,7.262899336,7.509984091,7.386222219,7.14148119,6.789100068,6.958751086,7.167008676,6.936967008,6.340272127,6.908810296
7.481590325,7.463935653,7.264521728,7.797992645,7.456035283,7.867989865,7.598997285,7.415637931,7.919719747,7.987594041,7.853096846,7.819376518,7.601523832,7.636345032,7.774243992,7.435079204,7.335449364,7.586961296,7.345188562,7.322344098,7.6887203,7.66097056,7.663492175,7.683554266
5.415229753,5.147088449,5.413922604,5.104479464,4.938331329,4.953698229,4.531369918,4.981008708,4.902400709,5.1838196,5.13927244,5.109541924,5.173830159,5.311662697,5.183317962,5.238146539,5.347361867,5.345331048,5.108799919,5.496146312,5.557208946,5.059469217,4.802437368,4.925435361
8.199059789,7.674648242,8.267466797,7.799568354,7.506376144,7.447642566,7.46901868,7.831570655,7.654291997,7.599648251,7.534852155,7.523413503,8.091310598,7.929761932,8.142943678,8.419374259,7.828242459,7.684280776,8.209893376,7.693575986,7.936242691,7.729945487,7.652602892,7.756728954
4.875378572,4.55749442,4.908228575,4.011078513,4.709379403,4.484101113,4.363372271,4.557509467,4.731270853,4.988785321,4.660618196,4.544235573,4.685689863,4.702278199,4.481635286,4.590720545,4.973929511,4.697423927,4.814994924,4.750222647,4.752915317,4.661224376,4.985828756,4.33680029
6.573426593,6.562073742,6.842977547,6.718384462,6.70070218,6.721358658,6.777209998,6.938920035,6.549872058,6.550329643,6.68710073,6.7468756,6.683115973,6.706860736,6.512248387,6.737615809,6.499442658,6.783779348,6.446183836,6.555000293,6.689405217,6.466356634,6.669184447,6.797008267
6.457036751,6.883269604,6.607638492,6.78716757,6.612774211,6.640326693,6.522318747,6.802181441,6.291794493,6.689281239,7.110844569,6.266454945,6.919552046,7.119074483,7.180625652,6.703825887,6.468744676,6.817767387,6.704434639,6.531670699,6.736554217,7.16313602,6.709647313,6.69893479
6.827623514,6.745046057,6.527883262,6.287297551,6.543309092,6.081973754,6.877214708,6.316717686,6.213231344,6.516856923,6.719985118,6.532149029,6.799679215,7.031984427,7.211737179,6.753540807,6.714468061,6.702748171,6.872708932,6.58494956,6.493508217,6.63905487,6.730522201,6.826229198
5.019282301,5.022726335,4.889637391,5.192073052,5.021464512,4.69588844,5.21510938,5.263740524,5.12407796,4.995621321,4.952678313,4.843301901,4.8929868,4.921291578,5.06842724,4.803734469,4.773102258,4.87248666,5.009325265,4.704607766,5.046724729,5.218978838,4.849137155,5.058591041
7.180568271,7.230807973,7.728159767,7.401220326,7.78960792,7.412720012,7.143592943,7.367301559,7.063933292,7.539757562,7.156685952,7.321272241,7.48473057,7.320451851,7.292316115,7.736665217,7.932035219,7.434692378,7.613692723,7.405946851,7.508089354,7.525482821,7.249018263,7.065607275
8.457872626,8.059180154,8.634412452,6.818706009,7.729159236,7.061902986,7.707690068,7.928408764,5.746399981,7.531679522,8.134767058,7.137204198,8.248021334,7.776336734,7.55297579,8.722697245,8.096109473,7.610006754,8.6398139,8.229174395,8.493288967,8.123870905,7.842041319,7.688783565
4.552145722,4.65985546,4.163928052,5.415887266,4.665327178,4.835055417,5.170119634,5.106547454,4.699493221,5.336918078,5.251699107,5.517282726,5.057600857,5.568807289,6.212210068,4.976612234,5.033909055,5.152511186,5.144457365,4.953495218,4.751321489,4.928414726,5.045585005,5.241664161
9.322215,9.216706176,9.302172796,9.463198783,8.93287291,9.271599888,8.998113337,9.065598548,9.372879936,9.174633436,8.857605636,9.520788629,9.281571949,9.238838561,9.177896802,9.01207409,9.290028759,9.445952449,9.101788426,9.429862918,9.303586624,9.058600553,8.930334778,9.143938347
2.920340812,3.383314769,4.458705735,3.497821561,3.997276717,3.471949507,3.417564022,3.409218284,3.350315492,3.760291585,3.557505602,3.382163506,3.147527675,3.322159985,4.512363069,3.352541688,3.2785151,3.26482716,3.175186109,3.169663603,3.271718842,3.654505916,3.664679449,3.679491179
3.19304811,3.692514343,3.106764422,3.666637984,3.320612401,3.183544027,3.622037976,3.470277184,3.28735202,3.60282149,3.389954248,3.431984189,3.298766671,3.319527635,3.445418967,3.218025711,3.199579639,3.085134826,3.223309675,2.942204202,3.227750547,3.319323427,3.528496788,3.442896467
3.475991785,3.28991952,3.412964208,3.346752251,3.515853402,3.307264803,3.333997033,3.412490546,3.456583578,3.492735446,3.402959874,3.615176845,3.444985073,3.57515452,3.442426783,3.420584351,3.614266622,3.495863454,3.552675046,3.399200018,3.397576744,3.46341657,3.367348714,3.308901896
7.474887681,7.69549614,7.462287822,7.672224775,6.962661469,7.296887329,7.578816235,7.445203911,7.576517495,7.330079754,7.698334954,7.344907532,7.812735843,7.370780153,6.851088911,7.742345854,7.311765886,7.723092179,7.459063229,7.741476965,7.80355329,6.799742113,6.771559675,7.251754748
8.154551052,8.073968569,7.622905134,7.67190958,7.759125021,7.367907165,7.836454097,7.761719033,7.419855185,7.783563076,7.611126593,7.856539347,8.127773919,8.035120999,7.789749332,7.971037602,7.993071371,7.96247158,8.106886274,8.368854369,8.184204013,8.095931286,8.093837069,8.00344352
7.296059855,7.462154227,7.993857844,8.398022166,7.360299141,7.642915827,7.957007121,7.630368547,7.808970364,7.063971794,7.367946018,7.627137494,7.49585175,7.166585611,7.672944291,7.161473291,7.46994024,7.809438116,7.164762056,7.680018285,7.86897716,7.122337776,7.110117613,7.383709996
7.769231746,8.022729244,7.516118354,7.801458805,7.175647746,7.487555019,7.464791705,7.218141867,7.872896986,7.209084632,7.465693528,7.478526337,7.765673448,7.865015003,7.745505193,7.674653726,7.596391708,7.640394806,7.603554193,7.975959869,8.108403559,7.467939751,7.226903088,7.967759194
8.141415762,8.32046322,8.191231801,8.247356695,8.333262125,8.657145813,8.332273153,8.544586301,8.748474298,8.368056233,8.500782427,8.59213689,8.303597127,8.45449981,8.220232822,8.28574787,8.178440259,8.419815522,8.407502793,8.388981566,8.591009268,8.135413239,8.428477029,8.463930335
3.714621149,3.817541381,3.691096989,3.815432069,3.65399529,4.097748351,3.714317403,3.770235939,3.804172236,4.146721364,3.79192153,3.629037759,3.545245914,3.724812549,3.620860357,3.50328444,3.56402685,3.620592043,3.776265271,3.781589752,3.668100243,4.021234779,4.090555495,3.722749938
5.233925203,5.276236126,4.955011051,5.295533309,5.309923992,5.716041523,5.583029116,5.229443526,5.473252673,5.390634692,5.301460899,6.90688187,5.266732878,5.38525433,5.077637783,5.167011386,6.173604746,5.299491596,5.344202313,5.257311753,5.500895444,5.892601462,5.504265752,5.490056732
8.401162396,8.247487707,8.029713285,8.518329322,8.118653361,8.526359564,8.259762488,7.726212358,8.546470091,7.889484596,8.143074097,7.619970571,8.477149253,8.598434369,8.627481102,8.654669466,8.732527345,8.251895146,8.686468958,8.467725066,8.497360818,8.152683009,8.284458484,8.079915994
6.653147736,6.64961678,6.549889914,7.100312135,6.320531356,6.523581364,6.338674132,6.557000277,6.784128541,6.697616905,6.832632839,6.802715588,6.406633105,6.685897825,7.365037984,6.539958621,6.481903943,6.412110121,6.22291192,6.367568335,6.931494316,6.425973874,6.5336719,6.900134264
9.124511392,8.713039702,9.18858886,8.475501564,8.281599095,7.468768928,7.95220514,8.775672908,7.979781059,7.995726563,7.802888642,8.609399034,9.461339538,8.436382603,9.904096872,9.412951247,9.518559093,8.808633064,9.312819062,8.947634205,8.645706961,8.572837933,8.052904382,8.624606014
7.119750109,6.684675882,6.884296046,6.578789816,6.723950505,6.570249548,6.608809628,6.618858689,6.675168807,6.835962238,6.756158275,6.826091764,6.792276217,6.888258359,6.881384709,6.924237966,6.972848341,6.713529851,7.315110237,6.887844072,6.836653193,6.840655214,6.918956867,6.873179334
